Bestandeseinheit,Baumart,Baumnummer,D_1955,Aus_1955,H_1955,D_1959,Aus_1959,H_1959,D_1966,Aus_1966,H_1966,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_1996,Aus_1996,H_1996,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2014,Aus_2014,H_2014
1,Bu,7303,23.3,NA,NA,24.5,NA,NA,27.3,NA,NA,31.3,NA,NA,34.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7304,28.0,NA,NA,29.8,NA,NA,33.2,NA,NA,36.9,NA,NA,41.0,NA,NA,44.9,NA,NA,45.6,NA,NA,48.9,NA,NA,50.5,NA,NA,52.7,NA,NA,55.0,NA,NA
1,Bu,7305,10.8,NA,NA,11.3,NA,12.5,11.6,NA,NA,12.2,NA,NA,12.9,NA,NA,14.2,NA,NA,14.4,NA,NA,15.5,NA,NA,17.0,NA,NA,18.4,NA,NA,19.3,NA,NA
1,Bu,7306,20.3,NA,NA,20.6,NA,NA,21.2,NA,NA,21.8,NA,NA,23.0,NA,NA,25.0,3,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7307,25.0,NA,NA,26.7,NA,NA,29.8,NA,NA,33.7,NA,NA,38.4,NA,NA,43.4,NA,NA,44.0,NA,NA,47.1,NA,NA,48.7,NA,NA,52.1,NA,NA,53.1,NA,NA
1,Bu,7308,9.0,NA,NA,10.6,NA,NA,12.8,NA,NA,15.2,NA,NA,17.0,NA,NA,17.9,NA,NA,18.1,NA,NA,19.0,NA,NA,20.5,NA,NA,22.7,NA,NA,26.1,NA,NA
1,Bu,7401,14.5,NA,NA,15.6,NA,NA,17.7,NA,NA,20.1,NA,NA,22.5,NA,NA,27.5,NA,NA,28.0,NA,NA,30.6,NA,NA,31.7,NA,NA,32.1,5,NA,NA,NA,NA
1,Bu,7402,10.7,NA,NA,10.9,NA,NA,11.0,NA,NA,11.6,NA,NA,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7403,56.3,1,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7501,16.3,NA,NA,17.2,NA,NA,18.8,NA,NA,20.4,NA,NA,22.3,NA,NA,24.0,NA,NA,24.3,NA,NA,26.0,NA,NA,27.0,NA,NA,29.7,NA,NA,32.9,NA,NA
1,Bu,7502,15.4,NA,NA,16.3,NA,NA,18.2,NA,NA,21.1,NA,NA,23.4,NA,NA,26.3,NA,NA,26.8,NA,NA,29.2,NA,NA,30.6,NA,NA,32.6,NA,NA,34.2,NA,30.9
1,Bu,7503,10.8,NA,NA,11.2,NA,NA,11.7,NA,NA,11.7,NA,NA,11.8,NA,NA,12.6,NA,NA,12.6,NA,NA,12.8,NA,NA,13.3,NA,NA,14.0,NA,NA,14.9,NA,NA
1,Bu,7504,7.7,NA,NA,8.0,NA,NA,8.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7505,5.2,NA,NA,5.5,NA,NA,6.0,NA,NA,7.4,NA,NA,7.8,NA,NA,8.6,NA,NA,8.8,NA,NA,9.5,NA,NA,9.9,NA,NA,10.2,NA,NA,11.5,NA,NA
1,Bu,7601,7.8,NA,NA,8.0,NA,NA,8.6,NA,NA,8.8,NA,NA,9.2,NA,NA,9.6,NA,NA,9.7,NA,NA,10.2,NA,NA,10.7,NA,NA,12.1,NA,NA,13.1,NA,NA
1,Bu,7602,12.0,NA,NA,12.4,NA,NA,12.9,NA,NA,12.7,NA,NA,13.8,NA,NA,15.0,NA,NA,15.2,NA,NA,16.1,NA,NA,17.2,NA,NA,18.6,NA,NA,21.5,NA,NA
1,Bu,7603,15.0,NA,NA,15.3,NA,NA,15.6,NA,NA,15.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7604,27.6,NA,19.0,29.9,NA,NA,34.6,NA,NA,40.5,NA,NA,47.7,NA,NA,53.9,NA,NA,54.6,NA,NA,57.9,NA,NA,60.1,NA,NA,63.0,NA,NA,65.8,NA,NA
1,Bu,7605,6.8,NA,NA,7.0,NA,NA,7.2,NA,NA,7.2,NA,NA,7.4,NA,NA,8.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7701,10.7,NA,NA,12.0,NA,NA,13.7,NA,NA,13.9,NA,NA,13.9,NA,NA,15.1,NA,NA,15.3,NA,NA,16.5,NA,NA,17.0,NA,NA,18.2,NA,NA,20.2,NA,15.8
1,Bu,7702,10.8,NA,NA,11.2,NA,NA,11.3,NA,NA,11.4,NA,NA,11.6,NA,NA,13.5,NA,NA,13.7,NA,NA,14.9,NA,15.2,15.2,NA,NA,16.1,NA,NA,18.5,NA,NA
1,Bu,7801,10.2,NA,NA,10.2,NA,NA,10.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7802,19.2,NA,NA,20.8,NA,NA,23.6,NA,NA,26.2,NA,30.5,28.1,NA,28.7,30.4,NA,31.8,30.8,NA,NA,33.0,NA,32.9,33.4,NA,33.6,35.7,NA,NA,36.6,NA,35.3
1,Bu,7803,42.6,NA,NA,45.3,NA,NA,50.0,NA,NA,56.0,NA,NA,62.7,NA,35.7,66.3,3,33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7804,28.0,NA,NA,29.0,NA,NA,31.8,NA,NA,34.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7805,20.5,NA,NA,20.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7806,31.1,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7901,13.4,NA,NA,13.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7902,45.1,NA,NA,47.4,NA,NA,50.4,NA,NA,53.9,NA,NA,59.4,NA,NA,63.7,NA,NA,64.4,2,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7903,39.6,NA,NA,40.2,NA,NA,43.6,NA,NA,47.5,NA,NA,51.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,7904,10.3,NA,NA,10.3,NA,NA,10.5,NA,NA,10.7,NA,NA,10.6,NA,NA,12.1,NA,NA,12.4,NA,NA,14.1,NA,NA,15.3,NA,NA,18.4,NA,NA,21.4,NA,NA
1,Bu,7905,10.1,NA,NA,10.4,NA,NA,10.5,NA,NA,10.6,NA,NA,10.7,NA,NA,12.2,NA,NA,12.5,NA,NA,14.2,NA,NA,15.1,NA,NA,15.6,NA,NA,16.3,NA,NA
1,Bu,7906,34.2,1,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8001,10.3,NA,NA,11.1,NA,NA,11.8,NA,NA,12.2,NA,NA,12.2,NA,NA,13.8,NA,NA,13.9,NA,NA,14.5,NA,NA,15.1,NA,NA,16.9,NA,NA,19.0,NA,NA
1,Bu,8002,40.0,NA,NA,41.9,NA,NA,45.8,NA,NA,49.9,NA,NA,54.7,NA,NA,57.4,NA,NA,57.6,NA,NA,58.8,NA,35.0,58.7,6,NA,NA,NA,NA,NA,NA,NA
1,Bu,8003,14.1,NA,NA,14.6,NA,NA,14.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8004,7.1,NA,NA,7.2,NA,NA,7.3,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8101,22.5,NA,NA,23.2,NA,NA,24.8,NA,NA,26.4,NA,NA,29.3,NA,NA,33.4,NA,NA,34.0,NA,NA,36.8,NA,NA,37.8,NA,NA,43.7,NA,NA,42.8,NA,NA
1,Bu,8102,19.0,NA,NA,19.4,NA,NA,20.4,NA,NA,21.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8103,9.0,NA,NA,9.1,NA,NA,9.4,NA,NA,9.3,NA,NA,9.6,NA,NA,10.6,NA,NA,10.8,NA,NA,11.5,NA,NA,12.3,NA,NA,13.5,NA,NA,14.2,NA,NA
1,Bu,8104,36.0,NA,NA,37.4,NA,NA,41.8,NA,NA,46.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8105,26.8,NA,NA,28.8,NA,NA,32.6,NA,NA,38.1,NA,NA,42.9,NA,NA,47.2,NA,NA,47.6,NA,NA,49.6,NA,NA,50.6,NA,NA,51.3,NA,NA,52.6,3,NA
1,Bu,8106,12.1,NA,NA,12.2,NA,NA,12.5,NA,NA,12.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8107,27.3,NA,NA,28.4,NA,NA,32.7,7,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8201,6.3,NA,NA,6.4,NA,NA,6.4,NA,NA,6.7,NA,NA,7.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8202,11.7,NA,NA,12.4,NA,NA,12.4,NA,NA,13.8,NA,NA,15.4,NA,NA,17.2,NA,NA,17.4,NA,NA,18.3,NA,NA,19.6,NA,NA,19.7,NA,NA,21.6,NA,NA
1,Bu,8203,12.5,NA,NA,12.6,NA,NA,13.2,NA,NA,13.6,NA,NA,13.7,NA,NA,14.3,NA,NA,14.2,2,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8204,19.3,NA,NA,20.6,NA,NA,23.5,NA,NA,29.2,NA,NA,35.1,NA,NA,40.6,NA,NA,41.1,NA,NA,43.6,NA,NA,44.9,NA,NA,46.7,NA,NA,48.2,NA,NA
1,Bu,8205,9.3,NA,NA,9.5,NA,NA,9.8,NA,NA,10.2,NA,NA,10.1,NA,NA,10.7,NA,NA,10.7,NA,NA,10.6,NA,NA,10.6,NA,NA,10.8,NA,NA,11.2,NA,NA
3,Es,8206,13.0,NA,NA,13.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8207,7.2,NA,NA,7.3,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8301,18.3,NA,NA,18.8,NA,NA,21.1,NA,NA,24.2,NA,NA,26.7,NA,NA,31.0,NA,NA,31.9,NA,NA,36.5,NA,NA,39.3,NA,NA,42.8,NA,NA,45.6,NA,NA
1,Bu,8302,32.1,NA,NA,33.8,NA,NA,37.0,NA,NA,41.6,NA,NA,46.4,NA,NA,48.8,NA,NA,49.6,2,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8303,24.7,NA,NA,26.0,NA,NA,28.6,7,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8304,8.0,NA,NA,8.4,NA,NA,9.0,NA,NA,9.2,NA,NA,9.3,NA,NA,12.3,NA,NA,12.6,NA,NA,14.3,NA,NA,15.3,NA,NA,15.6,NA,NA,16.0,NA,NA
3,Es,8305,8.1,NA,NA,8.4,NA,NA,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8306,11.4,NA,NA,11.6,NA,NA,11.8,NA,NA,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8307,7.7,NA,NA,8.5,NA,NA,9.8,NA,NA,10.8,NA,NA,11.5,NA,NA,16.0,NA,NA,16.7,NA,NA,19.9,NA,NA,21.6,NA,NA,23.9,NA,NA,26.0,NA,NA
1,Bu,8401,49.4,NA,NA,52.0,NA,NA,57.0,NA,NA,63.8,NA,NA,70.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8402,45.5,NA,NA,47.4,NA,NA,52.4,7,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8403,26.1,NA,NA,28.0,NA,NA,31.5,NA,NA,36.6,NA,NA,40.2,NA,NA,47.9,NA,NA,48.5,NA,NA,51.5,NA,30.7,53.2,NA,NA,56.9,NA,NA,59.6,NA,NA
1,Bu,8404,17.9,NA,NA,18.7,NA,NA,19.8,NA,NA,21.4,NA,NA,23.2,NA,NA,26.9,NA,NA,27.2,NA,NA,28.9,NA,NA,30.0,NA,NA,31.6,NA,NA,33.1,NA,NA
1,Bu,8405,5.8,NA,NA,6.0,NA,NA,6.4,NA,NA,7.8,NA,NA,8.6,NA,NA,11.9,NA,NA,12.3,NA,NA,14.5,NA,NA,16.1,NA,NA,18.1,NA,NA,20.0,NA,18.3
1,Bu,8501,25.3,NA,NA,26.4,NA,NA,27.2,NA,NA,27.8,NA,NA,28.4,NA,NA,30.0,NA,NA,30.4,NA,NA,32.5,NA,NA,33.7,NA,NA,35.2,NA,NA,37.3,NA,NA
1,Bu,8502,13.5,NA,NA,14.1,NA,NA,14.4,NA,NA,14.8,NA,NA,15.0,NA,NA,15.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8503,29.3,NA,NA,32.2,NA,NA,37.6,NA,NA,44.7,NA,NA,52.1,NA,NA,56.1,3,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8504,17.4,NA,NA,18.1,NA,NA,19.2,NA,NA,20.0,NA,NA,20.0,NA,NA,19.9,NA,NA,19.9,NA,NA,19.9,NA,NA,20.2,NA,NA,20.4,NA,NA,21.4,NA,NA
1,Bu,8505,11.5,NA,NA,11.6,NA,NA,11.9,NA,NA,12.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8506,5.8,NA,NA,6.0,NA,NA,6.2,NA,NA,6.9,NA,NA,6.9,NA,NA,7.6,NA,NA,7.6,NA,NA,7.8,NA,NA,8.2,4,NA,NA,NA,NA,NA,NA,NA
1,Bu,8601,22.9,NA,NA,23.8,NA,NA,25.0,NA,NA,26.0,NA,NA,26.5,NA,NA,27.2,NA,NA,27.6,NA,NA,29.6,NA,NA,30.2,NA,NA,31.4,NA,NA,32.6,NA,NA
1,Bu,8602,8.7,NA,NA,8.8,NA,NA,8.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8603,21.9,NA,NA,22.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8604,29.7,NA,NA,30.2,NA,NA,32.3,NA,NA,33.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8605,38.8,NA,23.5,40.4,NA,NA,43.4,NA,NA,48.2,NA,NA,52.4,NA,NA,56.3,NA,NA,56.5,NA,NA,57.7,NA,NA,58.8,NA,NA,61.8,NA,NA,62.4,NA,NA
1,Bu,8606,11.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8701,46.4,NA,26.0,48.5,NA,NA,51.0,NA,NA,53.8,NA,NA,58.3,NA,NA,61.7,NA,NA,62.1,NA,NA,63.9,NA,32.4,64.8,3,32.4,NA,NA,NA,NA,NA,NA
1,Bu,8702,12.8,NA,NA,12.9,NA,NA,13.4,NA,NA,13.6,NA,NA,14.6,NA,NA,18.1,NA,NA,18.5,NA,NA,20.3,NA,NA,20.9,NA,NA,23.6,NA,NA,26.4,NA,NA
1,Bu,8703,44.1,NA,NA,47.5,NA,NA,52.0,NA,NA,57.7,NA,NA,63.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8704,14.9,NA,NA,15.3,NA,NA,15.4,NA,NA,15.6,NA,NA,16.3,NA,NA,17.2,NA,NA,17.2,NA,NA,17.0,NA,14.3,17.4,NA,15.6,17.7,NA,16.9,18.6,NA,18.5
1,Bu,8801,33.3,NA,NA,35.5,NA,NA,39.0,NA,NA,42.8,NA,NA,46.2,NA,NA,52.0,NA,32.1,52.7,NA,NA,56.3,NA,NA,58.5,NA,NA,61.3,NA,NA,63.5,NA,NA
1,Bu,8802,34.5,NA,NA,35.8,NA,NA,38.3,NA,NA,40.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8803,10.9,NA,NA,12.1,NA,NA,14.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8804,40.5,NA,NA,43.4,NA,NA,46.4,NA,NA,51.0,NA,NA,57.8,NA,NA,63.4,NA,NA,63.9,NA,NA,66.1,NA,35.8,69.3,3,35.8,NA,NA,NA,NA,NA,NA
4,Ah,8901,17.4,NA,NA,17.4,NA,NA,17.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8902,44.2,NA,NA,45.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8903,11.1,NA,NA,11.1,NA,NA,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8904,10.5,NA,NA,10.6,NA,NA,10.8,NA,NA,11.1,NA,NA,12.4,NA,NA,16.0,NA,NA,16.5,NA,NA,18.8,NA,NA,20.6,NA,NA,24.0,NA,NA,28.5,NA,22.6
1,Bu,8905,11.4,NA,NA,11.4,NA,NA,13.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Ah,8906,22.5,NA,NA,22.5,NA,NA,23.1,NA,NA,23.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8907,27.0,NA,NA,28.0,NA,NA,30.4,NA,NA,34.1,NA,NA,40.0,NA,NA,46.6,NA,NA,47.4,NA,NA,51.4,NA,NA,52.9,NA,NA,56.6,NA,NA,59.6,NA,NA
1,Bu,8908,4.6,NA,NA,4.8,NA,NA,5.1,NA,NA,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,8909,14.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9001,32.2,NA,NA,34.2,NA,NA,37.5,NA,NA,40.2,NA,NA,41.9,NA,NA,43.7,NA,NA,43.9,NA,NA,44.9,NA,NA,45.3,NA,NA,47.0,NA,NA,47.6,NA,NA
1,Bu,9002,50.5,NA,NA,52.4,NA,NA,55.4,NA,NA,59.1,NA,NA,62.2,NA,NA,65.8,NA,NA,66.2,NA,NA,68.2,NA,31.4,68.2,NA,NA,68.8,3,NA,NA,NA,NA
1,Bu,9003,26.1,NA,NA,28.4,NA,NA,29.5,NA,NA,29.9,NA,NA,30.7,NA,NA,32.0,NA,NA,32.2,NA,NA,33.0,NA,NA,33.4,NA,NA,34.6,NA,NA,36.1,NA,NA
1,Bu,9004,6.3,NA,NA,6.6,NA,NA,6.6,NA,NA,6.6,NA,NA,6.8,NA,NA,8.4,NA,NA,8.6,NA,NA,9.4,NA,NA,10.5,NA,NA,12.1,NA,NA,14.0,NA,NA
1,Bu,9005,8.7,NA,NA,9.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9101,25.0,NA,NA,26.2,NA,NA,29.0,NA,NA,33.2,NA,NA,37.4,NA,NA,41.1,NA,NA,41.5,NA,NA,43.5,NA,NA,44.7,NA,NA,46.2,NA,NA,47.4,NA,NA
1,Bu,9102,26.8,NA,NA,28.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9103,27.7,NA,NA,28.8,NA,NA,32.0,NA,NA,35.9,NA,NA,40.6,NA,NA,44.2,NA,NA,44.3,NA,NA,44.5,NA,NA,47.2,NA,NA,48.7,NA,NA,49.3,NA,NA
1,Bu,9104,13.6,NA,NA,14.0,NA,NA,14.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9105,45.6,NA,NA,47.6,NA,NA,50.7,NA,NA,56.0,NA,NA,62.2,NA,NA,66.3,NA,NA,66.7,NA,NA,68.9,NA,35.3,70.3,NA,NA,73.2,NA,NA,73.8,NA,NA
1,Bu,9201,8.3,NA,NA,8.8,NA,NA,9.0,NA,NA,9.6,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9202,10.3,NA,NA,10.5,NA,NA,10.6,NA,NA,12.1,NA,NA,13.2,NA,NA,15.9,NA,NA,16.4,NA,NA,19.0,NA,NA,20.8,NA,NA,23.2,NA,NA,25.7,NA,22.5
1,Bu,9203,9.0,NA,NA,9.0,NA,NA,9.0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9204,30.0,NA,NA,32.2,NA,NA,37.3,7,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9205,7.7,NA,NA,7.8,NA,NA,8.0,NA,NA,7.8,NA,NA,7.8,NA,NA,9.2,NA,NA,9.4,NA,NA,10.5,NA,NA,11.3,NA,NA,11.9,NA,NA,13.0,NA,NA
1,Bu,9301,9.9,NA,NA,10.1,NA,NA,10.3,NA,NA,10.8,NA,NA,11.2,NA,NA,13.8,NA,NA,14.3,NA,NA,16.8,NA,NA,18.6,NA,NA,21.5,NA,NA,23.7,NA,24.7
1,Bu,9302,7.7,NA,NA,8.0,NA,NA,8.2,NA,NA,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9303,47.1,NA,NA,49.8,NA,NA,54.1,NA,NA,59.0,NA,NA,64.9,NA,NA,68.1,3,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9304,6.5,NA,NA,7.2,NA,NA,7.6,NA,NA,9.1,NA,NA,9.6,NA,NA,12.0,NA,NA,12.3,NA,NA,13.8,NA,NA,14.7,NA,NA,16.1,NA,NA,17.1,NA,NA
1,Bu,9305,40.1,NA,NA,42.1,NA,NA,45.5,NA,NA,49.2,NA,NA,54.6,NA,NA,58.8,NA,NA,59.4,NA,NA,62.6,NA,NA,63.8,NA,NA,66.6,NA,NA,68.5,3,NA
1,Bu,9306,5.4,NA,NA,5.5,NA,NA,5.7,NA,NA,6.1,NA,NA,6.6,NA,NA,8.9,NA,NA,9.2,NA,NA,10.4,NA,NA,10.7,NA,NA,11.2,NA,NA,11.5,NA,NA
1,Bu,9307,44.5,1,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9401,24.3,NA,NA,25.6,NA,NA,28.2,NA,NA,29.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9402,49.3,NA,NA,51.1,NA,NA,54.6,NA,NA,58.8,NA,NA,62.9,NA,NA,65.8,NA,NA,66.6,2,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9403,51.1,1,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,9501,13.1,NA,NA,13.8,NA,NA,14.8,NA,NA,14.9,NA,NA,15.2,NA,NA,16.2,NA,NA,16.6,NA,NA,18.8,NA,NA,19.4,NA,NA,19.6,NA,NA,20.0,NA,NA
1,Bu,9502,33.3,NA,NA,34.8,NA,NA,38.8,NA,NA,44.1,NA,NA,48.7,NA,NA,52.8,NA,NA,53.6,NA,NA,57.4,NA,NA,59.5,NA,NA,62.4,NA,NA,65.0,NA,NA
